id	chr	start	end	tss
IQGAP3	1	156495197	156542396	156542396
IQSEC1	3	12938719	13114617	13114617
IQSEC2	X	53262058	53350522	53350522
IQSEC3	12	175931	287626	175931
IQUB	7	123092454	123175131	123174718
IRAK1	X	153275951	153285431	153285431
IRAK1BP1	6	79577189	79656157	79577189
IRAK2	3	10206549	10285427	10206549
IRAK3	12	66582659	66648402	66582659
IRAK4	12	44152747	44183346	44152747
IREB2	15	78729773	78793798	78729773
IRF1	5	131817301	131826490	131826490
IRF2	4	185308867	185395734	185395734
IRF2BP1	19	46386866	46389376	46389376
IRF2BP2	1	234740015	234745271	234745271
IRF2BPL	14	77490888	77495034	77495034
IRF3	19	50162826	50169132	50169132
IRF4	6	391739	411447	391739
IRF5	7	128577666	128590089	128577666
IRF6	1	209959036	209979465	209979465
IRF7	11	612553	615999	615999
IRF8	16	85932409	85956215	85932409
IRF9	14	24630262	24635774	24630262
IRG1	13	77522632	77532777	77522632
IRGC	19	44220162	44224173	44220162
IRGM	5	150226085	150280298	150226085
IRGQ	19	44088521	44100287	44100287
IRS1	2	227596033	227664475	227664475
IRS2	13	110406184	110438915	110438915
IRS4	X	107975712	107979651	107979651
IRX1	5	3596168	3601517	3596168
IRX2	5	2745959	2752969	2752969
IRX3	16	54317216	54320675	54320675
IRX4	5	1877541	1887350	1887350
IRX5	16	54964774	54968397	54964774
IRX6	16	55357672	55364672	55357672
ISCA1	9	88879461	88897676	88897676
ISCA2	14	74960423	74963809	74960423
ISCU	12	108956358	108963160	108956377
ISG15	1	948803	949920	948803
ISG20	15	89179384	89199714	89179384
ISG20L2	1	156691683	156698591	156698591
ISL1	5	50678921	50690564	50678921
ISL2	15	76629065	76634817	76629065
ISLR	15	74466012	74469213	74466012
ISLR2	15	74392652	74430881	74392652
ISM1	20	13202418	13281298	13202418
ISM2	14	77940740	77965210	77965210
ISOC1	5	128430444	128449721	128430444
ISOC2	19	55964352	55973710	55973710
ISPD	7	16130817	16460947	16460947
IST1	16	71879899	71962913	71879899
ISX	22	35462129	35483380	35462129
ISY1	3	128846258	128880136	128880136
ISY1-RAB43	3	128806418	128879879	128879879
ISYNA1	19	18545198	18549111	18549111
ITCH	20	32951041	33099198	32951041
ITFG1	16	47188298	47498060	47498060
ITFG2	12	2921788	2968957	2921788
ITFG3	16	284545	319942	284545
ITGA1	5	52083730	52255040	52083730
ITGA10	1	145524891	145543868	145524891
ITGA11	15	68594050	68724501	68724501
ITGA2	5	52285156	52390609	52285156
ITGA2B	17	42449548	42466873	42466873
ITGA3	17	48133332	48167845	48133332
ITGA4	2	182321929	182400914	182321934
ITGA5	12	54789045	54813244	54813244
ITGA6	2	173292082	173371181	173292082
ITGA7	12	56078352	56109827	56109827
ITGA8	10	15555948	15762124	15762124
ITGA9	3	37493606	37865005	37493606
ITGAD	16	31404633	31437826	31404633
ITGAE	17	3617922	3704537	3704537
ITGAL	16	30483979	30534506	30483979
ITGAM	16	31271311	31344213	31271311
ITGAV	2	187454792	187545628	187454792
ITGAX	16	31366455	31394318	31366455
ITGB1	10	33189247	33294720	33294720
ITGB1BP1	2	9543604	9563676	9563676
ITGB1BP2	X	70521584	70525221	70521584
ITGB2	21	46305868	46351904	46351904
ITGB3	17	45331212	45421658	45331212
ITGB3BP	1	63906441	64059392	64059392
ITGB4	17	73717408	73753899	73717408
ITGB5	3	124480795	124620265	124620265
ITGB6	2	160956177	161128399	161128399
ITGB7	12	53585102	53601091	53601091
ITGB8	7	20370325	20455377	20370325
ITGBL1	13	102104966	102375456	102104966
ITIH1	3	52811603	52826078	52811603
ITIH2	10	7745232	7791483	7745232
ITIH3	3	52828784	52843025	52828812
ITIH4	3	52846991	52865495	52864755
ITIH5	10	7601232	7708961	7708961
ITIH6	X	54775332	54824673	54824673
ITK	5	156569944	156682201	156569944
ITLN1	1	160846329	160854960	160854960
ITLN2	1	160914815	160924589	160924589
ITM2A	X	78615881	78623164	78623164
ITM2B	13	48807294	48837063	48807294
ITM2C	2	231729354	231743963	231729354
ITPA	20	3189514	3204516	3189514
ITPK1	14	93403259	93582665	93582665
ITPKA	15	41785591	41795747	41785591
ITPKB	1	226819391	226927024	226927024
ITPKC	19	41223008	41246765	41223008
ITPR1	3	4535032	4889524	4535032
ITPR2	12	26490342	26986131	26986131
ITPR3	6	33588142	33664351	33588142
ITPRIP	10	106071894	106098162	106098162
ITPRIPL1	2	96991069	96994091	96991069
ITPRIPL2	16	19125254	19132946	19125254
ITSN1	21	35014706	35272165	35014706
ITSN2	2	24425733	24583583	24583583
IVD	15	40697686	40728146	40697686
IVL	1	152881021	152884362	152881021
IVNS1ABP	1	185265520	185286461	185286461
IWS1	2	128193783	128284462	128284462
IYD	6	150690028	150727105	150690028
IZUMO1	19	49244109	49250166	49250166
IZUMO2	19	50655805	50666452	50666452
IZUMO3	9	24542950	24545944	24545944
IZUMO4	19	2096380	2099592	2096380
JADE1	4	129730779	129796379	129730779
JADE2	5	133860003	133918918	133860003
JADE3	X	46771711	46920641	46771711
JAG1	20	10618332	10654694	10654694
JAG2	14	105607318	105635161	105635161
JAGN1	3	9932238	9936033	9932238
JAK1	1	65298912	65432187	65432187
JAK2	9	4985033	5128183	4985033
JAK3	19	17935589	17958880	17958841
JAKMIP1	4	6027926	6202318	6202318
JAKMIP2	5	146967990	147162338	147162338
JAKMIP3	10	133918175	133998313	133918175
JAM2	21	27011584	27089874	27011584
JAM3	11	133938820	134021896	133938820
JARID2	6	15246527	15522252	15246527
JAZF1	7	27870192	28220362	28220362
JDP2	14	75894419	75940814	75894419
JKAMP	14	59951161	59972128	59951161
JMJD1C	10	64926981	65225722	65225722
JMJD4	1	227918126	227923112	227923112
JMJD6	17	74708919	74722866	74722866
JMJD7	15	42120283	42129779	42120283
JMJD7-PLA2G4B	15	42120293	42140353	42120314
JMJD8	16	731671	734529	734529
JMY	5	78532012	78623038	78532012
JOSD1	22	39081548	39097561	39097561
JOSD2	19	51009255	51014610	51014610
JPH1	8	75146935	75233563	75233563
JPH2	20	42740335	42816218	42816218
JPH3	16	87635441	87731762	87635441
JPH4	14	24037244	24048009	24048009
JRKL	11	96123153	96240738	96123153
JSRP1	19	2252251	2269758	2269758
JTB	1	153946745	153950164	153950164
JUN	1	59246465	59249785	59249785
JUNB	19	12902310	12904124	12902310
JUND	19	18390563	18392432	18392432
JUP	17	39775692	39943183	39943183
KAAG1	6	24357131	24358512	24357131
KAL1	X	8496915	8700227	8700227
KALRN	3	123798870	124445172	123798870
KANK1	9	470291	746105	470291
KANK2	19	11274943	11308467	11308243
KANK3	19	8387468	8408146	8408146
KANK4	1	62702651	62785085	62785085
KANSL1	17	44107282	44302733	44302733
KANSL1L	2	210886147	211036107	211036107
KANSL2	12	49047184	49076021	49076021
KANSL3	2	97258907	97308524	97308524
KARS	16	75661622	75682541	75681577
KAT2A	17	40265126	40273376	40273376
KAT2B	3	20081515	20195896	20081515
KAT5	11	65479467	65487075	65479467
KAT6A	8	41786997	41909508	41909508
KAT6B	10	76585340	76792380	76585340
KAT7	17	47865917	47906458	47865917
KAT8	16	31127075	31142714	31127075
KATNA1	6	149916009	149970108	149970108
KATNAL1	13	30776767	30881621	30881621
KATNAL2	18	44497455	44627658	44497455
KATNB1	16	57769642	57791162	57769642
KATNBL1	15	34432875	34502297	34502297
KAZALD1	10	102821598	102827888	102821598
KAZN	1	14925200	15444539	14925200
KBTBD11	8	1922044	1955102	1922044
KBTBD12	3	127634075	127706514	127634075
KBTBD13	15	65369154	65372276	65369154
KBTBD2	7	32907784	32933743	32933743
KBTBD3	11	105921825	105948492	105948492
KBTBD4	11	47593749	47600567	47600567
KBTBD6	13	41701705	41706882	41706882
KBTBD7	13	41763969	41768702	41768702
KBTBD8	3	67048727	67061634	67048727
KCMF1	2	85198216	85286595	85198216
KCNA1	12	5019071	5040527	5019071
KCNA10	1	111059839	111061797	111061797
KCNA2	1	111136202	111174096	111174096
KCNA3	1	111214310	111217655	111217655
KCNA4	11	30031288	30038570	30038570
KCNA5	12	5153085	5155949	5153085
KCNA6	12	4918342	4960277	4918342
KCNA7	19	49570675	49576198	49576198
KCNAB1	3	155755490	156256545	155755490
KCNAB2	1	6051526	6161253	6051526
KCNAB3	17	7825177	7833121	7833121
KCNB1	20	47980414	48099184	48099184
KCNB2	8	73449626	73850584	73449626
KCNC1	11	17756359	17804602	17756359
KCNC2	12	75433857	75603648	75603648
KCNC3	19	50815194	50836772	50836772
KCNC4	1	110753965	110825722	110753965
KCND1	X	48818639	48827976	48827976
KCND2	7	119913722	120390385	119913722
KCND3	1	112313284	112531777	112531777
KCNE1	21	35818988	35884573	35884573
KCNE1L	X	108866929	108868393	108868393
KCNE2	21	35736323	35743688	35736323
KCNE3	11	74165886	74178774	74178774
KCNE4	2	223916532	224063117	223916532
KCNF1	2	11052063	11054350	11052063
KCNG1	20	49620193	49639666	49639666
KCNG2	18	77623668	77660184	77623668
KCNG3	2	42669157	42721237	42721237
KCNG4	16	84255823	84273356	84273356
KCNH1	1	210856555	211307457	211307457
KCNH2	7	150642049	150675403	150675403
KCNH3	12	49932940	49952091	49932940
KCNH4	17	40308909	40333296	40333296
KCNH5	14	63173287	63568755	63568755
KCNH6	17	61600695	61626338	61600695
KCNH7	2	163227917	163695240	163695240
KCNH8	3	19189946	19577138	19189946
KCNIP1	5	169780491	170163636	169780491
KCNIP2	10	103585731	103603677	103603677
KCNIP3	2	95963052	96051825	95963052
KCNIP4	4	20730239	21950422	21950422
KCNJ1	11	128706210	128737268	128737268
KCNJ10	1	160007257	160040038	160040038
KCNJ11	11	17407406	17410878	17410878
KCNJ12	17	21279509	21323179	21279509
KCNJ13	2	233631174	233641278	233641278
KCNJ14	19	48958766	48969367	48958766
KCNJ15	21	39529128	39679279	39529128
KCNJ16	17	68049570	68131749	68049570
KCNJ2	17	68164814	68176189	68164814
KCNJ3	2	155554811	155714863	155554811
KCNJ4	22	38822332	38851205	38851205
KCNJ5	11	128761251	128790930	128761251
KCNJ6	21	38979678	39288749	39288749
KCNJ8	12	21917889	21928515	21928515
KCNJ9	1	160051360	160060353	160051360
KCNK1	1	233749750	233808258	233749750
KCNK10	14	88649113	88793251	88793251
KCNK12	2	47743720	47798078	47798078
KCNK13	14	90528109	90652201	90528109
KCNK15	20	43374421	43379675	43374421
KCNK16	6	39282474	39290744	39290744
KCNK17	6	39266777	39282329	39282329
KCNK18	10	118957000	118969810	118957000
KCNK2	1	215179118	215410436	215179118
KCNK3	2	26915619	26956288	26915619
KCNK4	11	64058774	64067503	64058797
KCNK5	6	39156749	39197226	39197226
KCNK6	19	38810484	38819660	38810484
KCNK7	11	65360326	65363467	65363467
KCNK9	8	140613081	140715299	140715299
KCNMA1	10	78629359	79398353	79398353
KCNMB1	5	169801675	169816681	169816681
KCNMB2	3	177990720	178562217	177990720
KCNMB3	3	178957530	178984790	178984790
KCNMB4	12	70760056	70828072	70760056
KCNN1	19	18062102	18110889	18062102
KCNN2	5	113696642	113832337	113696642
KCNN3	1	154669931	154842756	154842756
KCNN4	19	44270685	44285409	44285409
KCNQ1	11	2465914	2870339	2465914
KCNQ2	20	62037542	62103993	62103993
KCNQ3	8	133133108	133493200	133493200
KCNQ4	1	41249684	41306124	41249684
KCNQ5	6	73331520	73908574	73331520
KCNRG	13	50589390	50595058	50589390
KCNS1	20	43720951	43729753	43729753
KCNS2	8	99439250	99445076	99439250
KCNS3	2	18059114	18542882	18059114
KCNT1	9	138594031	138684992	138594031
KCNT2	1	196194909	196578355	196578355
KCNU1	8	36641842	36793646	36641842
KCNV1	8	110975874	110988076	110988076
KCNV2	9	2717502	2730037	2717502
KCTD1	18	24034874	24237365	24237365
KCTD10	12	109886461	109915349	109915349
KCTD11	17	7255208	7258258	7255208
KCTD12	13	77454312	77460540	77460540
KCTD13	16	29916333	29938356	29938356
KCTD14	11	77726761	77757237	77757237
KCTD15	19	34286838	34306668	34286838
KCTD16	5	143550396	143865249	143550396
KCTD17	22	37447779	37459430	37447779
KCTD18	2	201353675	201384507	201384507
KCTD19	16	67323331	67360666	67360666
KCTD2	17	73028670	73061984	73028670
KCTD20	6	36410544	36458920	36410544
KCTD21	11	77882295	77899868	77899868
KCTD3	1	215740735	215795149	215740735
KCTD4	13	45766988	45775175	45775175
KCTD5	16	2732476	2759031	2732476
KCTD6	3	58477841	58488087	58477841
KCTD7	7	66093868	66276446	66093868
KCTD8	4	44175926	44450824	44450824
KCTD9	8	25285366	25315992	25315992
KDELC1	13	103436631	103451357	103451357
KDELC2	11	108342832	108369159	108369159
KDELR1	19	48885827	48894810	48894810
KDELR2	7	6485584	6523873	6523873
KDELR3	22	38864067	38879452	38864067
KDM1A	1	23345941	23410182	23345941
KDM1B	6	18155560	18224084	18155560
KDM2A	11	66886740	67025558	66886740
KDM2B	12	121866900	122018920	122018920
KDM3A	2	86667770	86719839	86667770
KDM3B	5	137688285	137772717	137688285
KDM4A	1	44115829	44171186	44115829
KDM4B	19	4969125	5153606	4969125
KDM4C	9	6720863	7175648	6720863
KDM4D	11	94706845	94732682	94706845
KDM4E	11	94758422	94760760	94758422
KDM5A	12	389295	498620	498620
KDM5B	1	202696526	202778598	202778598
KDM5C	X	53220503	53254604	53254604
KDM5D	Y	21865751	21906825	21906825
KDM6A	X	44732757	44971847	44732757
KDM6B	17	7743222	7758114	7743222
KDM7A	7	139784546	139876835	139876835
KDM8	16	27214807	27233089	27214807
KDR	4	55944644	55991756	55991756
KDSR	18	60994959	61034743	61034743
KEAP1	19	10596796	10614417	10614417
KEL	7	142638201	142659768	142659768
KERA	12	91444268	91451760	91451760
KHDC1	6	73951037	74020088	74020088
KHDC1L	6	73933267	73935493	73935493
KHDC3L	6	74072400	74073894	74072400
KHDRBS1	1	32479430	32526451	32479430
KHDRBS2	6	62389865	62996132	62996132
KHDRBS3	8	136469700	136668965	136469700
KHK	2	27309615	27323640	27309615
KHNYN	14	24898492	24910540	24898492
KHSRP	19	6413359	6424805	6424805
KIAA0020	9	2720469	2844241	2844241
KIAA0040	1	175126123	175162135	175162135
KIAA0087	7	26572740	26578407	26578407
KIAA0100	17	26941458	26972472	26972472
KIAA0101	15	64657193	64679886	64679886
KIAA0125	14	106383838	106391825	106383838
KIAA0141	5	141303373	141321612	141303373
KIAA0195	17	73437240	73496171	73437240
KIAA0196	8	126036502	126104082	126104082
KIAA0226	3	197398264	197476598	197476598
KIAA0226L	13	46916139	47012325	47012325
KIAA0232	4	6783102	6885897	6783102
KIAA0247	14	70078313	70181859	70078313
KIAA0319	6	24544332	24646383	24646383
KIAA0319L	1	35899091	36023551	36023551
KIAA0355	19	34745442	34846491	34745442
KIAA0368	9	114122972	114247025	114247025
KIAA0391	14	35591052	35743271	35591052
KIAA0408	6	127761488	127780536	127780536
KIAA0430	16	15688243	15737023	15737023
KIAA0513	16	85061375	85127836	85061375
KIAA0556	16	27561454	27791690	27561473
KIAA0586	14	58894103	59015216	58894103
KIAA0753	17	6481468	6544247	6544247
KIAA0754	1	39876151	39882154	39876151
KIAA0825	5	93488671	93954309	93954309
KIAA0895	7	36363830	36429734	36429734
KIAA0895L	16	67209505	67217943	67217943
KIAA0907	1	155882834	155904191	155904191
KIAA0922	4	154387498	154557863	154387498
KIAA0930	22	45586219	45636650	45636650
KIAA0947	5	5420777	5490347	5420777
KIAA1009	6	84833960	84937353	84937353
KIAA1024	15	79724858	79764632	79724858
KIAA1024L	5	129083772	129102425	129083772
KIAA1033	12	105501102	105562912	105501102
KIAA1045	9	34957484	34982541	34957484
KIAA1107	1	92632542	92650280	92632542
KIAA1109	4	123073488	123283913	123073488
KIAA1143	3	44779153	44803154	44803154
KIAA1147	7	141356528	141401953	141401953
KIAA1161	9	34366668	34376851	34376851
KIAA1191	5	175773064	175788971	175788971
KIAA1199	15	81071684	81244117	81071684
KIAA1210	X	118212598	118284542	118284542
KIAA1211	4	57036361	57194791	57036361
KIAA1211L	2	99410309	99552722	99552722
KIAA1217	10	23983675	24836772	23983675
KIAA1239	4	37245842	37451087	37245842
KIAA1244	6	138483058	138665800	138483058
KIAA1257	3	128628709	128721533	128721533
KIAA1279	10	70748487	70776738	70748487
KIAA1324	1	109656301	109749401	109656301
KIAA1324L	7	86506222	86689015	86689015
KIAA1328	18	34409069	34812135	34409069
KIAA1377	11	101785746	101871789	101785746
KIAA1407	3	113682984	113775460	113775460
KIAA1429	8	95499921	95565757	95565757
KIAA1430	4	186080819	186130658	186130658
KIAA1432	9	5629025	5776557	5629025
KIAA1456	8	12803151	12889012	12803151
KIAA1462	10	30301729	30404423	30404423
KIAA1467	12	13197218	13295455	13197218
KIAA1468	18	59854491	59974355	59854491
KIAA1522	1	33207486	33240571	33207486
KIAA1524	3	108268716	108308491	108308491
KIAA1549	7	138516126	138666064	138666064
KIAA1549L	11	33563618	33695648	33563618
KIAA1551	12	32112304	32146039	32112304
KIAA1586	6	56911347	56920023	56911347
KIAA1598	10	118643742	118886097	118886097
KIAA1614	1	180882290	180920750	180882290
KIAA1644	22	44639547	44708731	44708731
KIAA1671	22	25348697	25593415	25348697
KIAA1683	19	18367908	18385319	18385319
KIAA1715	2	176788620	176867567	176867567
KIAA1731	11	93394805	93463522	93394805
KIAA1755	20	36838890	36889174	36889174
KIAA1841	2	61293006	61391960	61293006
KIAA1875	8	145162629	145173218	145162629
KIAA1919	6	111580551	111592370	111580551
KIAA1958	9	115249127	115431677	115249127
KIAA2013	1	11979648	11986485	11986485
KIAA2018	3	113367232	113415493	113415493
KIAA2022	X	73952684	74145282	74145282
KIAA2026	9	5881596	6007901	6007901
KIDINS220	2	8865408	8977760	8977760
KIF11	10	94353043	94415150	94353043
KIF12	9	116848406	116861507	116861507
KIF13A	6	17759414	17987854	17987854
KIF13B	8	28924796	29120641	29120641
KIF14	1	200520628	200589862	200589862
KIF15	3	44803209	44914868	44803209
KIF16B	20	16252749	16554078	16554078
KIF17	1	20990507	21044510	21044510
KIF18A	11	28042167	28129855	28129855
KIF18B	17	43002077	43025082	43025082
KIF19	17	72322349	72351959	72322349
KIF1A	2	241653181	241759725	241759725
KIF1B	1	10270863	10441661	10270863
KIF1C	17	4901243	4931696	4901243
KIF20A	5	137514408	137523404	137514408
KIF20B	10	91461367	91534700	91461367
KIF21A	12	39687030	39837192	39837192
KIF21B	1	200938520	200992828	200992828
KIF22	16	29802040	29816706	29802040
KIF23	15	69706585	69740764	69706585
KIF24	9	34252379	34329198	34329198
KIF25	6	168396921	168445769	168396921
KIF26A	14	104605060	104647231	104605060
KIF26B	1	245318287	245872733	245318287
KIF27	9	86451613	86536342	86536342
KIF2A	5	61601989	61833076	61601989
KIF2B	17	51900239	51902573	51900239
KIF2C	1	45205490	45233439	45205490
KIF3A	5	132028320	132073330	132073330
KIF3B	20	30865467	30922814	30865467
KIF3C	2	26149471	26205618	26205618
KIF4A	X	69509879	69640682	69509879
KIF4B	5	154393260	154397685	154393260
KIF5A	12	57943781	57980415	57943781
KIF5B	10	32297938	32345359	32345359
KIF5C	2	149632819	149883273	149632819
KIF6	6	39297766	39693181	39693181
KIF7	15	90152020	90198682	90198682
KIF9	3	47269516	47324941	47324941
KIFAP3	1	169890467	170054349	170054349
KIFC1	6	33359313	33377701	33359313
KIFC2	8	145691426	145699585	145691426
KIFC3	16	57792129	57896957	57896957
KIN	10	7792925	7829990	7829990
KIR2DL1	19	55281263	55295774	55281263
KIR2DL3	19	55249980	55295776	55249980
KIR2DL4	19	55236002	55325972	55236002
KIR3DL1	19	55235969	55378448	55235969
KIR3DL2	19	55361898	55378662	55361898
KIR3DL3	19	55235984	55248003	55235984
KIR3DX1	19	55043909	55057053	55043909
KIRREL	1	157963063	158070052	157963063
KIRREL2	19	36346763	36358011	36346763
KIRREL3	11	126293254	126873355	126873355
KISS1	1	204159469	204165614	204165614
KISS1R	19	917287	921015	917287
KIT	4	55524085	55606881	55524085
KITLG	12	88886570	88974628	88974628
KL	13	33590207	33640282	33590207
KLB	4	39408473	39453156	39408473
KLC1	14	104028233	104167888	104028233
KLC2	11	66024765	66035331	66024765
KLC3	19	45836692	45854778	45836692
KLC4	6	43008515	43042837	43008515
KLF1	19	12995237	12997995	12997995
KLF10	8	103661007	103668130	103668130
KLF11	2	10182976	10194963	10182976
KLF12	13	74260226	74708394	74708394
KLF13	15	31619058	31727868	31619058
KLF14	7	130417401	130418888	130418888
KLF15	3	126061478	126076285	126076285
KLF16	19	1852399	1863567	1863567
KLF17	1	44584522	44600812	44584522
KLF2	19	16435628	16438685	16435628
KLF3	4	38665817	38702663	38665817
KLF4	9	110247133	110252763	110252763
KLF5	13	73629114	73651676	73629114
KLF6	10	3818188	3827473	3827473
KLF7	2	207938861	208031991	208031991
KLF8	X	56258854	56314322	56258870
KLF9	9	72999503	73029540	73029540
KLHDC1	14	50159823	50219870	50159823
KLHDC10	7	129710350	129775560	129710350
KLHDC2	14	50234326	50249909	50234326
KLHDC3	6	42981951	42989036	42981951
KLHDC4	16	87730091	87799598	87799598
KLHDC7A	1	18807424	18812478	18807424
KLHDC7B	22	50986462	50989451	50986462
KLHDC8A	1	205305220	205326218	205326218
KLHDC8B	3	49209044	49213917	49209044
KLHDC9	1	161068151	161070136	161068151
KLHL1	13	70274726	70682591	70682591
KLHL10	17	39991937	40004636	39991937
KLHL11	17	40009797	40021684	40021684
KLHL12	1	202860228	202897764	202897764
KLHL13	X	117031776	117251303	117251303
KLHL14	18	30252634	30353025	30353025
KLHL15	X	24001837	24045303	24045303
KLHL17	1	895967	901095	895967
KLHL18	3	47324407	47388306	47324407
KLHL2	4	166128770	166244308	166128770
KLHL20	1	173684080	173755840	173684080
KLHL21	1	6650784	6674667	6674667
KLHL22	22	20783528	20850170	20850170
KLHL23	2	170550998	170633499	170550998
KLHL24	3	183353356	183402265	183353356
KLHL25	15	86302554	86338261	86338261
KLHL26	19	18747775	18781309	18747775
KLHL28	14	45393522	45511525	45511525
KLHL29	2	23608088	23931481	23608088
KLHL3	5	136953189	137071779	137071779
KLHL30	2	239047363	239061588	239047363
KLHL31	6	53512699	53530506	53530506
KLHL32	6	97372605	97588630	97372605
KLHL33	14	20896970	20903801	20903801
KLHL34	X	21673609	21676448	21676448
KLHL35	11	75133438	75141674	75141674
KLHL36	16	84682131	84701292	84682131
KLHL38	8	124657767	124665190	124665190
KLHL4	X	86772752	86925050	86772752
KLHL40	3	42727011	42734036	42727011
KLHL41	2	170366212	170382772	170366212
KLHL42	12	27932953	27955973	27932953
KLHL5	4	39046659	39128477	39046659
KLHL6	3	183205319	183273477	183273477
KLHL7	7	23145353	23217533	23145353
KLHL8	4	88081255	88161466	88161466
KLHL9	9	21329670	21335379	21335379
KLK1	19	51322404	51327043	51327043
KLK10	19	51515995	51523431	51523431
KLK11	19	51525472	51531295	51531295
KLK12	19	51532348	51538486	51538486
KLK13	19	51559463	51568371	51568371
KLK14	19	51580752	51587502	51587502
KLK15	19	51328545	51340469	51340469
KLK2	19	51364824	51383823	51364824
KLK3	19	51358171	51364020	51358171
KLK4	19	51409608	51413994	51413994
KLK5	19	51446559	51456349	51456349
KLK6	19	51461887	51472929	51472929
KLK7	19	51479729	51487355	51487355
KLK8	19	51499263	51505967	51505967
KLK9	19	51503806	51512890	51512890
KLKB1	4	187130133	187179625	187130133
KLLN	10	89618918	89623194	89623194
KLRB1	12	9747147	9760482	9760482
KLRC1	12	10594863	10607284	10607284
KLRC2	12	10579453	10594899	10594899
KLRC3	12	10564911	10573194	10573194
KLRC4	12	10559983	10562356	10562356
KLRC4-KLRK1	12	10524952	10562745	10562745
KLRD1	12	10378657	10469850	10378657
KLRF1	12	9980077	9997606	9980077
KLRF2	12	10034088	10048432	10034088
KLRG1	12	9102640	9163356	9102640
KLRG2	7	139137436	139168458	139168458
KLRK1	12	10524952	10544473	10544473
KMO	1	241695434	241758944	241695434
KMT2A	11	118307205	118397539	118307205
KMT2C	7	151832010	152133090	152133090
KMT2D	12	49412758	49453557	49453557
KMT2E	7	104654626	104754808	104654626
KNCN	1	47011316	47017199	47017199
KNDC1	10	134973951	135039916	134973951
KNG1	3	186435065	186461743	186435065
KNOP1	16	19714902	19729557	19729556
KNSTRN	15	40674922	40686447	40674922
KNTC1	12	123011793	123110943	123011793
KPNA1	3	122140796	122233792	122233792
KPNA2	17	66031635	66042958	66031635
KPNA3	13	50273447	50367057	50367057
KPNA4	3	160212783	160283376	160283376
KPNA5	6	117002350	117063029	117002350
KPNA6	1	32573639	32642169	32573639
KPNA7	7	98771197	98805129	98805129
KPNB1	17	45726842	45762871	45726842
KPRP	1	152730506	152734529	152730506
KPTN	19	47978401	47987525	47987525
KRAS	12	25357723	25403870	25403870
KRBA1	7	149411872	149431664	149411872
KRBA2	17	8271955	8280029	8280029
KRBOX1	3	42850975	42984284	42850975
KRBOX4	X	46306292	46356857	46306292
KRCC1	2	88326724	88355248	88355248
KREMEN1	22	29469066	29564321	29469066
KREMEN2	16	3013945	3018384	3013945
KRI1	19	10663761	10676713	10676713
KRIT1	7	91828283	91875480	91875480
KRR1	12	75890684	75905416	75905401
KRT1	12	53068520	53074191	53074191
KRT10	17	38974369	38978847	38978847
KRT12	17	39017555	39023462	39023462
KRT13	17	39657233	39661957	39661957
KRT14	17	39738531	39743173	39743173
KRT15	17	39669995	39678781	39678781
KRT16	17	39766030	39772151	39772151
KRT17	17	39775689	39781094	39781094
KRT18	12	53342655	53346685	53342655
KRT19	17	39679869	39684560	39684560
KRT2	12	53038342	53045948	53045948
KRT20	17	39032193	39041479	39041479
KRT222	17	38810917	38821433	38821433
KRT23	17	39078948	39093886	39093886
KRT24	17	38854243	38860002	38860002
KRT25	17	38904273	38911584	38911584
KRT26	17	38922490	38928414	38928414
KRT27	17	38933060	38938786	38938786
KRT28	17	38948455	38956211	38956211
KRT3	12	53183469	53189901	53189901
KRT31	17	39549976	39553844	39553844
KRT32	17	39616063	39623681	39623681
KRT33A	17	39502344	39507064	39507064
KRT33B	17	39519746	39526052	39526052
KRT34	17	39533902	39538655	39538655
KRT35	17	39632941	39637392	39637392
KRT36	17	39642388	39648798	39648798
KRT37	17	39577005	39580775	39580775
KRT38	17	39592698	39597173	39597173
KRT39	17	39114669	39123144	39123144
KRT4	12	53200333	53208335	53208335
KRT40	17	39133968	39143387	39143387
KRT5	12	52908359	52914471	52914471
KRT6A	12	52880958	52887041	52887041
KRT6B	12	52840435	52845910	52845910
KRT6C	12	52862300	52867569	52867569
KRT7	12	52626304	52645970	52626304
KRT71	12	52937693	52946931	52946931
KRT72	12	52979373	52995322	52995322
KRT73	12	53001354	53012343	53012343
KRT74	12	52959566	52967609	52967609
KRT75	12	52817854	52828309	52828309
KRT76	12	53161939	53171129	53171129
KRT77	12	53083410	53097247	53097247
KRT78	12	53231588	53242876	53242876
KRT79	12	53215194	53228079	53228079
KRT8	12	53290977	53343738	53343704
KRT80	12	52562780	52585784	52585784
KRT81	12	52679697	52685318	52685318
KRT82	12	52787715	52800139	52800139
KRT83	12	52708085	52715182	52715182
KRT84	12	52771596	52779436	52779436
KRT85	12	52753790	52761265	52761265
KRT86	12	52643084	52702947	52643084
KRT9	17	39722096	39728310	39728310
KRTAP1-1	17	39196811	39197713	39197713
KRTAP1-3	17	39190142	39191107	39191107
KRTAP1-4	17	39185949	39186356	39186356
KRTAP1-5	17	39182278	39183454	39183454
KRTAP10-1	21	45958864	45960078	45960078
KRTAP10-10	21	46057273	46058370	46057273
KRTAP10-11	21	46066331	46067564	46066331
KRTAP10-12	21	46117087	46117959	46117087
KRTAP10-2	21	45970240	45971388	45971388
KRTAP10-3	21	45977673	45978643	45978643
KRTAP10-4	21	45993606	45994987	45993606
KRTAP10-5	21	45999332	46000481	46000481
KRTAP10-6	21	46011149	46012386	46012386
KRTAP10-7	21	46020497	46022091	46020497
